date,color,decksBefore,numbefore,pct_of_decks
2017-12-03,red,22,44,50
2017-12-04,red,22,46,47.82608695652174
2017-12-05,red,24,49,48.97959183673469
2017-12-07,red,25,50,50
2017-12-10,red,26,51,50.98039215686274
2017-12-14,red,27,52,51.92307692307692
2017-12-15,red,28,53,52.83018867924528
2017-12-16,red,30,55,54.54545454545455
2017-12-17,red,33,58,56.89655172413793
2017-12-18,red,33,59,55.932203389830505
2017-12-20,red,34,60,56.666666666666664
2017-12-22,red,35,61,57.377049180327866
2017-12-23,red,36,62,58.064516129032256
2017-12-25,red,39,65,60
2017-12-28,red,40,66,60.60606060606061
2017-12-29,red,41,67,61.19402985074627
2017-12-30,red,41,68,60.294117647058826
2018-01-01,red,41,69,59.42028985507246
2018-01-04,red,42,70,60
2018-01-05,red,43,72,59.72222222222222
2018-01-09,red,43,73,58.9041095890411
2018-01-15,red,43,75,57.333333333333336
2018-01-20,red,44,77,57.142857142857146
2018-01-21,red,46,80,57.5
2018-01-25,red,46,81,56.79012345679013
2018-01-27,red,46,82,56.09756097560975
2018-02-03,red,46,83,55.42168674698795
2018-02-05,red,46,84,54.76190476190476
2018-02-08,red,47,85,55.294117647058826
2018-02-09,red,47,86,54.651162790697676
2018-02-10,red,48,87,55.172413793103445
2018-02-11,red,48,89,53.93258426966292
2018-02-17,red,49,90,54.44444444444444
2018-02-23,red,49,92,53.26086956521739
2018-02-24,red,50,93,53.763440860215056
2018-02-25,red,50,94,53.191489361702125
2018-03-03,red,50,95,52.63157894736842
2018-03-04,red,50,96,52.083333333333336
2018-03-09,red,50,97,51.54639175257732
2018-03-10,red,51,99,51.515151515151516
2018-03-11,red,51,100,51
2018-03-17,red,52,105,49.523809523809526
2018-03-23,red,53,106,50
2018-03-24,red,53,109,48.62385321100918
2018-03-25,red,53,111,47.747747747747745
2018-03-28,red,54,112,48.214285714285715
2018-03-31,red,56,114,49.12280701754386
2018-04-01,red,57,118,48.30508474576271
2018-04-02,red,57,119,47.89915966386555
2018-04-04,red,58,120,48.333333333333336
2018-04-07,red,59,123,47.96747967479675
2018-04-08,red,61,125,48.8
2018-04-11,red,62,126,49.20634920634921
2018-04-12,red,63,127,49.60629921259842
2018-04-14,red,64,129,49.6124031007752
2018-04-15,red,64,130,49.23076923076923
2018-04-16,red,64,131,48.85496183206107
2018-04-17,red,65,133,48.87218045112782
2018-04-21,red,67,135,49.629629629629626
2018-04-22,red,70,138,50.72463768115942
2018-04-27,red,71,140,50.714285714285715
2018-04-28,red,72,142,50.70422535211268
2018-05-01,red,72,144,50
2018-05-03,red,72,145,49.6551724137931
2018-05-12,red,73,146,50
2018-05-13,red,74,148,50
2018-05-19,red,76,152,50
2018-05-20,red,77,153,50.326797385620914
2018-05-25,red,78,154,50.64935064935065
2018-05-26,red,80,156,51.282051282051285
2018-05-31,red,80,157,50.955414012738856
2018-06-01,red,81,159,50.943396226415096
2018-06-02,red,83,161,51.5527950310559
2018-06-03,red,83,162,51.23456790123457
2018-06-04,red,84,163,51.533742331288344
2018-06-05,red,84,164,51.21951219512195
2018-06-06,red,84,166,50.602409638554214
2018-06-08,red,86,168,51.19047619047619
2018-06-09,red,88,170,51.76470588235294
2018-06-10,red,89,171,52.046783625730995
2018-06-11,red,90,172,52.325581395348834
2018-06-13,red,90,174,51.724137931034484
2018-06-16,red,90,176,51.13636363636363
2018-06-17,red,91,177,51.41242937853107
2018-06-20,red,92,178,51.68539325842696
2018-06-22,red,93,179,51.95530726256983
2018-06-23,red,93,182,51.0989010989011
2018-06-24,red,94,183,51.36612021857923
2018-06-30,red,96,186,51.61290322580645
2018-07-01,red,96,188,51.06382978723404
2018-07-04,red,98,190,51.578947368421055
2018-07-06,red,99,192,51.5625
2018-07-07,red,100,194,51.54639175257732
2018-07-08,red,100,195,51.282051282051285
2018-07-09,red,101,196,51.53061224489796
2018-07-10,red,102,197,51.776649746192895
2018-07-11,red,102,199,51.256281407035175
2018-07-12,red,102,200,51
2018-07-14,red,103,203,50.73891625615764
2018-07-15,red,104,205,50.73170731707317
2018-07-16,red,104,206,50.48543689320388
2018-07-19,red,105,207,50.72463768115942
2018-07-26,red,105,208,50.48076923076923
2018-07-27,red,106,211,50.23696682464455
2018-07-29,red,108,214,50.467289719626166
2018-07-30,red,108,215,50.23255813953488
2018-08-01,red,108,216,50
2018-08-04,red,109,218,50
2018-08-05,red,109,220,49.54545454545455
2018-08-10,red,110,222,49.549549549549546
2018-08-11,red,112,224,50
2018-08-12,red,112,226,49.557522123893804
2018-08-15,red,114,228,50
2018-08-18,red,115,229,50.21834061135371
2018-08-19,red,116,230,50.43478260869565
2018-08-20,red,116,231,50.21645021645022
2018-08-22,red,117,232,50.43103448275862
2018-08-23,red,117,233,50.21459227467811
2018-08-26,red,118,235,50.212765957446805
2018-08-28,red,120,238,50.42016806722689
2018-08-29,red,121,239,50.62761506276151
2018-08-30,red,121,241,50.20746887966805
2018-08-31,red,122,243,50.205761316872426
2018-09-01,red,124,247,50.202429149797574
2018-09-02,red,124,249,49.799196787148595
2018-09-05,red,124,250,49.6
2018-09-06,red,124,251,49.40239043824701
2018-09-08,red,124,253,49.01185770750988
2018-09-09,red,125,254,49.21259842519685
2018-09-10,red,126,256,49.21875
2018-09-12,red,127,259,49.034749034749034
2018-09-15,red,127,261,48.65900383141762
2018-09-16,red,129,264,48.86363636363637
2018-09-17,red,130,265,49.056603773584904
2018-09-19,red,131,266,49.24812030075188
2018-09-20,red,132,267,49.438202247191015
2018-09-21,red,133,268,49.62686567164179
2018-09-22,red,134,270,49.629629629629626
2018-09-23,red,135,271,49.81549815498155
2018-09-24,red,136,272,50
2018-09-25,red,137,273,50.18315018315018
2018-09-26,red,138,274,50.36496350364963
2018-09-27,red,138,275,50.18181818181818
2018-09-29,red,140,278,50.35971223021583
2018-09-30,red,141,280,50.357142857142854
2018-10-01,red,141,281,50.1779359430605
2018-10-04,red,142,282,50.354609929078016
2018-10-05,red,142,283,50.17667844522968
2018-10-06,red,142,284,50
2018-10-07,red,143,286,50
2018-10-08,red,143,287,49.825783972125436
2018-10-10,red,143,288,49.65277777777778
2018-10-11,red,143,289,49.48096885813149
2018-10-13,red,143,293,48.80546075085324
2018-10-14,red,145,296,48.986486486486484
2018-10-17,red,145,297,48.821548821548824
2018-10-19,red,146,299,48.82943143812709
2018-10-21,red,148,301,49.16943521594684
2018-10-23,red,148,302,49.00662251655629
2018-10-27,red,148,303,48.84488448844885
2018-10-28,red,148,304,48.68421052631579
2018-10-29,red,148,305,48.52459016393443
2018-10-30,red,148,306,48.366013071895424
2018-11-05,red,149,307,48.534201954397396
2018-11-06,red,150,308,48.701298701298704
2018-11-08,red,151,309,48.86731391585761
2018-11-12,red,152,313,48.56230031948882
2018-11-14,red,153,314,48.72611464968153
2018-11-18,red,153,316,48.41772151898734
2018-11-19,red,154,317,48.58044164037855
2018-11-22,red,154,319,48.275862068965516
2018-11-24,red,156,322,48.4472049689441
2018-11-29,red,157,323,48.60681114551084
2018-11-30,red,158,324,48.76543209876543
2018-12-05,red,136,279,48.74551971326165
2018-12-07,red,135,278,48.56115107913669
2018-12-09,red,134,278,48.201438848920866
2018-12-11,red,134,278,48.201438848920866
2018-12-13,red,135,279,48.38709677419355
2018-12-16,red,134,280,47.857142857142854
2018-12-19,red,130,275,47.27272727272727
2018-12-22,red,130,275,47.27272727272727
2018-12-23,red,131,276,47.46376811594203
2018-12-25,red,130,276,47.10144927536232
2018-12-26,red,127,275,46.18181818181818
2018-12-27,red,127,276,46.01449275362319
2018-12-28,red,128,279,45.878136200716845
2018-12-29,red,128,279,45.878136200716845
2019-01-01,red,127,282,45.0354609929078
2019-01-02,red,128,285,44.91228070175438
2019-01-05,red,127,285,44.56140350877193
2019-01-06,red,127,285,44.56140350877193
2019-01-09,red,128,286,44.75524475524475
2019-02-10,red,129,281,45.90747330960854
2019-02-17,red,128,279,45.878136200716845
2019-04-12,red,118,249,47.389558232931726
2019-04-28,red,110,237,46.413502109704645
2019-05-26,red,106,227,46.69603524229075
2019-05-28,red,105,226,46.46017699115044
2019-06-08,red,106,223,47.53363228699551
2019-06-16,red,104,223,46.63677130044843
2019-07-02,red,105,226,46.46017699115044
2019-07-07,red,105,229,45.851528384279476
2019-07-28,red,101,218,46.330275229357795
2019-08-18,red,99,216,45.833333333333336
2019-09-03,red,93,212,43.867924528301884
2019-09-15,red,95,217,43.77880184331797
2019-10-12,red,85,205,41.46341463414634
2020-01-12,red,80,190,42.10526315789474
2020-03-20,red,99,220,45
2020-04-25,red,113,251,45.0199203187251
2020-07-03,red,133,304,43.75
2020-09-12,red,160,341,46.9208211143695
2021-01-31,red,180,352,51.13636363636363
2017-12-03,blue,20,44,45.45454545454545
2017-12-04,blue,22,46,47.82608695652174
2017-12-05,blue,25,49,51.02040816326531
2017-12-07,blue,26,50,52
2017-12-10,blue,26,51,50.98039215686274
2017-12-14,blue,26,52,50
2017-12-15,blue,26,53,49.056603773584904
2017-12-16,blue,26,55,47.27272727272727
2017-12-17,blue,29,58,50
2017-12-18,blue,30,59,50.847457627118644
2017-12-20,blue,30,60,50
2017-12-22,blue,31,61,50.81967213114754
2017-12-23,blue,31,62,50
2017-12-25,blue,33,65,50.76923076923077
2017-12-28,blue,33,66,50
2017-12-29,blue,33,67,49.25373134328358
2017-12-30,blue,33,68,48.529411764705884
2018-01-01,blue,34,69,49.27536231884058
2018-01-04,blue,35,70,50
2018-01-05,blue,36,72,50
2018-01-09,blue,37,73,50.68493150684932
2018-01-15,blue,38,75,50.666666666666664
2018-01-20,blue,40,77,51.94805194805195
2018-01-21,blue,43,80,53.75
2018-01-25,blue,43,81,53.08641975308642
2018-01-27,blue,44,82,53.65853658536585
2018-02-03,blue,45,83,54.21686746987952
2018-02-05,blue,46,84,54.76190476190476
2018-02-08,blue,46,85,54.11764705882353
2018-02-09,blue,47,86,54.651162790697676
2018-02-10,blue,47,87,54.02298850574713
2018-02-11,blue,48,89,53.93258426966292
2018-02-17,blue,48,90,53.333333333333336
2018-02-23,blue,49,92,53.26086956521739
2018-02-24,blue,50,93,53.763440860215056
2018-02-25,blue,51,94,54.255319148936174
2018-03-03,blue,51,95,53.68421052631579
2018-03-04,blue,52,96,54.166666666666664
2018-03-09,blue,53,97,54.63917525773196
2018-03-10,blue,55,99,55.55555555555556
2018-03-11,blue,56,100,56
2018-03-17,blue,59,105,56.19047619047619
2018-03-23,blue,59,106,55.660377358490564
2018-03-24,blue,61,109,55.96330275229358
2018-03-25,blue,61,111,54.95495495495496
2018-03-28,blue,61,112,54.464285714285715
2018-03-31,blue,61,114,53.50877192982456
2018-04-01,blue,62,118,52.54237288135593
2018-04-02,blue,63,119,52.94117647058823
2018-04-04,blue,64,120,53.333333333333336
2018-04-07,blue,66,123,53.65853658536585
2018-04-08,blue,67,125,53.6
2018-04-11,blue,68,126,53.96825396825397
2018-04-12,blue,69,127,54.330708661417326
2018-04-14,blue,69,129,53.48837209302326
2018-04-15,blue,70,130,53.84615384615385
2018-04-16,blue,71,131,54.19847328244275
2018-04-17,blue,73,133,54.88721804511278
2018-04-21,blue,75,135,55.55555555555556
2018-04-22,blue,78,138,56.52173913043478
2018-04-27,blue,79,140,56.42857142857143
2018-04-28,blue,80,142,56.33802816901409
2018-05-01,blue,81,144,56.25
2018-05-03,blue,82,145,56.55172413793103
2018-05-12,blue,82,146,56.16438356164384
2018-05-13,blue,84,148,56.75675675675676
2018-05-19,blue,87,152,57.23684210526316
2018-05-20,blue,88,153,57.51633986928105
2018-05-25,blue,88,154,57.142857142857146
2018-05-26,blue,90,156,57.69230769230769
2018-05-31,blue,91,157,57.961783439490446
2018-06-01,blue,93,159,58.490566037735846
2018-06-02,blue,94,161,58.38509316770186
2018-06-03,blue,95,162,58.641975308641975
2018-06-04,blue,96,163,58.895705521472394
2018-06-05,blue,96,164,58.53658536585366
2018-06-06,blue,98,166,59.036144578313255
2018-06-08,blue,99,168,58.92857142857143
2018-06-09,blue,100,170,58.8235294117647
2018-06-10,blue,100,171,58.47953216374269
2018-06-11,blue,100,172,58.13953488372093
2018-06-13,blue,102,174,58.62068965517241
2018-06-16,blue,103,176,58.52272727272727
2018-06-17,blue,103,177,58.19209039548023
2018-06-20,blue,104,178,58.42696629213483
2018-06-22,blue,104,179,58.100558659217874
2018-06-23,blue,105,182,57.69230769230769
2018-06-24,blue,106,183,57.923497267759565
2018-06-30,blue,107,186,57.526881720430104
2018-07-01,blue,108,188,57.4468085106383
2018-07-04,blue,110,190,57.89473684210526
2018-07-06,blue,112,192,58.333333333333336
2018-07-07,blue,113,194,58.24742268041237
2018-07-08,blue,114,195,58.46153846153846
2018-07-09,blue,115,196,58.673469387755105
2018-07-10,blue,115,197,58.3756345177665
2018-07-11,blue,117,199,58.79396984924623
2018-07-12,blue,118,200,59
2018-07-14,blue,120,203,59.11330049261084
2018-07-15,blue,120,205,58.53658536585366
2018-07-16,blue,121,206,58.737864077669904
2018-07-19,blue,121,207,58.45410628019324
2018-07-26,blue,122,208,58.65384615384615
2018-07-27,blue,124,211,58.76777251184834
2018-07-29,blue,125,214,58.41121495327103
2018-07-30,blue,126,215,58.604651162790695
2018-08-01,blue,126,216,58.333333333333336
2018-08-04,blue,128,218,58.71559633027523
2018-08-05,blue,129,220,58.63636363636363
2018-08-10,blue,129,222,58.108108108108105
2018-08-11,blue,131,224,58.482142857142854
2018-08-12,blue,132,226,58.4070796460177
2018-08-15,blue,132,228,57.89473684210526
2018-08-18,blue,133,229,58.07860262008734
2018-08-19,blue,133,230,57.82608695652174
2018-08-20,blue,133,231,57.57575757575758
2018-08-22,blue,134,232,57.758620689655174
2018-08-23,blue,134,233,57.51072961373391
2018-08-26,blue,136,235,57.87234042553192
2018-08-28,blue,138,238,57.983193277310924
2018-08-29,blue,138,239,57.74058577405858
2018-08-30,blue,140,241,58.09128630705394
2018-08-31,blue,142,243,58.43621399176955
2018-09-01,blue,145,247,58.70445344129555
2018-09-02,blue,147,249,59.036144578313255
2018-09-05,blue,147,250,58.8
2018-09-06,blue,148,251,58.96414342629482
2018-09-08,blue,150,253,59.28853754940712
2018-09-09,blue,151,254,59.44881889763779
2018-09-10,blue,152,256,59.375
2018-09-12,blue,154,259,59.45945945945946
2018-09-15,blue,155,261,59.38697318007663
2018-09-16,blue,156,264,59.09090909090909
2018-09-17,blue,157,265,59.24528301886792
2018-09-19,blue,158,266,59.3984962406015
2018-09-20,blue,159,267,59.550561797752806
2018-09-21,blue,160,268,59.701492537313435
2018-09-22,blue,161,270,59.629629629629626
2018-09-23,blue,162,271,59.77859778597786
2018-09-24,blue,162,272,59.55882352941177
2018-09-25,blue,163,273,59.70695970695971
2018-09-26,blue,164,274,59.85401459854015
2018-09-27,blue,165,275,60
2018-09-29,blue,167,278,60.07194244604317
2018-09-30,blue,167,280,59.642857142857146
2018-10-01,blue,168,281,59.786476868327405
2018-10-04,blue,169,282,59.9290780141844
2018-10-05,blue,169,283,59.71731448763251
2018-10-06,blue,169,284,59.50704225352113
2018-10-07,blue,170,286,59.44055944055944
2018-10-08,blue,171,287,59.58188153310105
2018-10-10,blue,172,288,59.72222222222222
2018-10-11,blue,172,289,59.515570934256054
2018-10-13,blue,174,293,59.38566552901024
2018-10-14,blue,175,296,59.12162162162162
2018-10-17,blue,175,297,58.92255892255892
2018-10-19,blue,176,299,58.862876254180605
2018-10-21,blue,176,301,58.47176079734219
2018-10-23,blue,177,302,58.609271523178805
2018-10-27,blue,177,303,58.415841584158414
2018-10-28,blue,177,304,58.223684210526315
2018-10-29,blue,178,305,58.36065573770492
2018-10-30,blue,179,306,58.49673202614379
2018-11-05,blue,180,307,58.63192182410423
2018-11-06,blue,181,308,58.76623376623377
2018-11-08,blue,181,309,58.57605177993528
2018-11-12,blue,183,313,58.466453674121404
2018-11-14,blue,184,314,58.59872611464968
2018-11-18,blue,186,316,58.860759493670884
2018-11-19,blue,187,317,58.99053627760252
2018-11-22,blue,188,319,58.93416927899686
2018-11-24,blue,190,322,59.006211180124225
2018-11-29,blue,191,323,59.13312693498452
2018-11-30,blue,191,324,58.95061728395062
2018-12-05,blue,170,279,60.93189964157706
2018-12-07,blue,168,278,60.431654676258994
2018-12-09,blue,168,278,60.431654676258994
2018-12-11,blue,169,278,60.79136690647482
2018-12-13,blue,170,279,60.93189964157706
2018-12-16,blue,171,280,61.07142857142857
